player_id,player_name,season,league,team,role,age,ip,g,gs,k_pct,bb_pct,hr_fb,era,fip,home_pa,road_pa,home_era,road_era,park_id,source,is_synthetic
npb-11515138,"Ojima, Kazuya",2024,NPB,Chiba Lotte Marines,pitcher,27.0,163.0,25.0,0.0,0.1967213114754098,0.0536512667660208,0.0955414012738853,3.58,3.3392638036809816,335.5,335.5,3.58,3.58,M,npb-official,False
npb-41745134,"Saiki, Hiroto",2025,NPB,Hanshin Tigers,pitcher,27.0,157.0,24.0,0.0,0.1918238993710692,0.0738993710691823,0.048780487804878,1.55,2.88343949044586,318.0,318.0,1.55,1.55,T,npb-official,False
"npb-name-Kay, Anthony","Kay, Anthony",2025,NPB,DeNA BayStars,pitcher,27.0,155.0,24.0,0.0,0.2152317880794702,0.0711920529801324,0.072072072072072,1.74,2.8870967741935485,302.0,302.0,1.74,1.74,DB,npb-official,False
npb-03305153,"Yamasaki, Iori",2025,NPB,Yomiuri Giants,pitcher,27.0,156.0,25.0,0.0,0.2096,0.0672,0.0725806451612903,2.07,2.862820512820513,312.5,312.5,2.07,2.07,G,npb-official,False
npb-13315153,"Murakami, Shoki",2025,NPB,Hanshin Tigers,pitcher,27.0,175.0,26.0,0.0,0.2120765832106038,0.0427098674521354,0.0687022900763358,2.1,2.551428571428572,339.5,339.5,2.1,2.1,T,npb-official,False
npb-51155136,"Azuma, Katsuki",2025,NPB,DeNA BayStars,pitcher,27.0,160.0,24.0,0.0,0.1898148148148148,0.0401234567901234,0.1056338028169014,2.19,3.2687500000000003,324.0,324.0,2.19,2.19,DB,npb-official,False
npb-43745159,"Jackson, Andre",2025,NPB,DeNA BayStars,pitcher,27.0,150.0,25.0,0.0,0.1713836477987421,0.0927672955974842,0.0671641791044776,2.33,3.526666666666667,318.0,318.0,2.33,2.33,DB,npb-official,False
npb-53155151,"Morishita, Masato",2025,NPB,Hiroshima Carp,pitcher,27.0,152.0,22.0,0.0,0.1479099678456591,0.0643086816720257,0.0428571428571428,2.48,3.1328947368421054,311.0,311.0,2.48,2.48,C,npb-official,False
npb-21225137,"Matsuba, Takahiro",2025,NPB,Chunichi Dragons,pitcher,27.0,145.0,23.0,0.0,0.1025210084033613,0.0638655462184873,0.0661764705882353,2.72,3.831034482758621,297.5,297.5,2.72,2.72,D,npb-official,False
npb-61265153,"Takahashi, Hiroto",2025,NPB,Chunichi Dragons,pitcher,27.0,171.0,26.0,0.0,0.2,0.0753623188405797,0.0758620689655172,2.83,3.199415204678363,345.0,345.0,2.83,2.83,D,npb-official,False
npb-11415134,"Tokoda, Hiroki",2025,NPB,Hiroshima Carp,pitcher,27.0,171.0,26.0,0.0,0.1446808510638297,0.0638297872340425,0.0822784810126582,3.15,3.6321637426900586,352.5,352.5,3.15,3.15,C,npb-official,False
npb-63965134,"Moinelo, Livan",2025,NPB,SoftBank Hawks,pitcher,27.0,167.0,24.0,0.0,0.2691705790297339,0.0657276995305164,0.0892857142857142,1.46,2.573053892215569,319.5,319.5,1.46,1.46,H,npb-official,False
npb-51755155,"Kitayama, Koki",2025,NPB,Nippon-Ham Fighters,pitcher,27.0,149.0,22.0,0.0,0.2387312186978297,0.0751252086811352,0.0625,1.63,2.697315436241611,299.5,299.5,1.63,1.63,F,npb-official,False
npb-01505151,"Ohzeki, Tomohisa",2025,NPB,SoftBank Hawks,pitcher,27.0,146.0,24.0,0.0,0.1655290102389078,0.0614334470989761,0.102803738317757,1.66,3.4698630136986304,293.0,293.0,1.66,1.66,H,npb-official,False
"npb-name-Imai, Tatsuya","Imai, Tatsuya",2025,NPB,Seibu Lions,pitcher,27.0,163.0,24.0,0.0,0.2776911076443057,0.0702028081123244,0.0594059405940594,1.92,2.2226993865030678,320.5,320.5,1.92,1.92,L,npb-official,False
npb-71875151,"Miyagi, Hiroya",2025,NPB,B,pitcher,27.0,150.0,23.0,0.0,0.2682926829268293,0.048780487804878,0.0444444444444444,2.39,2.02,307.5,307.5,2.39,2.39,B,npb-official,False
npb-71775139,"Kuri, Allen",2025,NPB,B,pitcher,27.0,164.0,25.0,0.0,0.168141592920354,0.0707964601769911,0.0451612903225806,2.41,3.142682926829268,339.0,339.0,2.41,2.41,B,npb-official,False
npb-51355153,"Itoh, Hiromi",2025,NPB,Nippon-Ham Fighters,pitcher,27.0,196.0,27.0,0.0,0.2446675031367628,0.0401505646173149,0.0837988826815642,2.52,2.548979591836735,398.5,398.5,2.52,2.52,F,npb-official,False
npb-21025155,"Sumida, Chihiro",2025,NPB,Seibu Lions,pitcher,27.0,159.0,23.0,0.0,0.2306501547987616,0.0557275541795665,0.0845070422535211,2.59,2.848427672955975,323.0,323.0,2.59,2.59,L,npb-official,False
npb-71275134,"Taneichi, Atsuki",2025,NPB,Chiba Lotte Marines,pitcher,27.0,160.0,24.0,0.0,0.2417417417417417,0.075075075075075,0.0970149253731343,2.63,3.0812500000000003,333.0,333.0,2.63,2.63,M,npb-official,False
npb-51355135,"Uwasawa, Naoyuki",2025,NPB,SoftBank Hawks,pitcher,27.0,144.0,23.0,0.0,0.1993067590987868,0.0641247833622183,0.1061946902654867,2.74,3.3361111111111112,288.5,288.5,2.74,2.74,H,npb-official,False
npb-51155130,"Arihara, Kohei",2025,NPB,SoftBank Hawks,pitcher,27.0,175.0,26.0,0.0,0.1671270718232044,0.0580110497237569,0.059880239520958,3.03,3.162857142857143,362.0,362.0,3.03,3.03,H,npb-official,False
npb-71075130,"Takahashi, Kona",2025,NPB,Seibu Lions,pitcher,27.0,148.0,24.0,0.0,0.1428571428571428,0.0665584415584415,0.0709219858156028,3.04,3.6202702702702703,308.0,308.0,3.04,3.04,L,npb-official,False
npb-11515138,"Ojima, Kazuya",2025,NPB,Chiba Lotte Marines,pitcher,27.0,145.0,24.0,0.0,0.1486268174474959,0.0872374798061389,0.1388888888888889,3.72,4.741379310344827,309.5,309.5,3.72,3.72,M,npb-official,False
npb-13315153,"Murakami, Shoki",2026,NPB,Hanshin Tigers,pitcher,27.0,168.33333333333334,25.0,0.0,0.21732522796352582,0.0486322188449848,0.10687022900763359,1.92,3.0346534653465347,329.0,329.0,1.92,1.92,T,npb-official,False
npb-91095136,"Takahashi, Haruto",2026,NPB,Hanshin Tigers,pitcher,27.0,145.0,21.0,0.0,0.24555160142348753,0.03202846975088968,0.07894736842105263,1.99,2.3344827586206898,281.0,281.0,1.99,1.99,T,npb-official,False
npb-51155136,"Azuma, Katsuki",2026,NPB,DeNA BayStars,pitcher,27.0,150.0,23.0,0.0,0.19795221843003413,0.03754266211604096,0.09090909090909091,2.22,2.9266666666666667,293.0,293.0,2.22,2.22,DB,npb-official,False
npb-11515133,"Ohno, Yudai",2026,NPB,Chunichi Dragons,pitcher,27.0,137.0,21.0,0.0,0.1678832116788321,0.07116788321167883,0.1523809523809524,2.3,4.107299270072993,274.0,274.0,2.3,2.3,D,npb-official,False
npb-63165134,"Yanagi, Yuya",2026,NPB,Chunichi Dragons,pitcher,27.0,150.0,24.0,0.0,0.1986970684039088,0.06514657980456026,0.07971014492753623,2.34,3.1866666666666665,307.0,307.0,2.34,2.34,D,npb-official,False
npb-41745134,"Saiki, Hiroto",2026,NPB,Hanshin Tigers,pitcher,27.0,146.0,23.0,0.0,0.29360967184801384,0.046632124352331605,0.10619469026548672,2.34,2.373972602739726,289.5,289.5,2.34,2.34,T,npb-official,False
npb-63365153,"Yamano, Taichi",2026,NPB,Yakult Swallows,pitcher,27.0,148.33333333333334,23.0,0.0,0.23737373737373738,0.04713804713804714,0.10344827586206896,2.37,2.81685393258427,297.0,297.0,2.37,2.37,S,npb-official,False
npb-61565150,"Kanemaru, Yumeto",2026,NPB,Chunichi Dragons,pitcher,27.0,155.66666666666666,24.0,0.0,0.22065727699530516,0.056338028169014086,0.10738255033557047,2.72,3.2605995717344753,319.5,319.5,2.72,2.72,D,npb-official,False
npb-31735151,"Okugawa, Yasunobu",2026,NPB,Yakult Swallows,pitcher,27.0,144.0,21.0,0.0,0.19858156028368795,0.0549645390070922,0.1282051282051282,2.75,3.5027777777777778,282.0,282.0,2.75,2.75,S,npb-official,False
npb-31035136,"Taira, Kaima",2026,NPB,Seibu Lions,pitcher,27.0,139.0,22.0,0.0,0.24677716390423574,0.0847145488029466,0.04395604395604396,1.36,2.49568345323741,271.5,271.5,1.36,1.36,L,npb-official,False
npb-21025155,"Sumida, Chihiro",2026,NPB,Seibu Lions,pitcher,27.0,166.0,23.0,0.0,0.23270440251572327,0.03459119496855346,0.08148148148148149,2.22,2.557831325301205,318.0,318.0,2.22,2.22,L,npb-official,False
npb-51755155,"Kitayama, Koki",2026,NPB,Nippon-Ham Fighters,pitcher,27.0,136.66666666666666,22.0,0.0,0.23713235294117646,0.0625,0.11764705882352941,2.57,3.1,272.0,272.0,2.57,2.57,F,npb-official,False
npb-01305157,"Ohtsu, Ryosuke",2026,NPB,SoftBank Hawks,pitcher,27.0,139.33333333333334,21.0,0.0,0.19748653500897667,0.05026929982046679,0.14049586776859505,2.58,3.688516746411483,278.5,278.5,2.58,2.58,H,npb-official,False
npb-43545159,"Espinoza, Anderson",2026,NPB,B,pitcher,27.0,141.33333333333334,22.0,0.0,0.23118279569892472,0.05913978494623656,0.09734513274336283,2.8,2.986792452830189,279.0,279.0,2.8,2.8,B,npb-official,False
npb-31835153,"Hayakawa, Takahisa",2026,NPB,Rakuten Eagles,pitcher,27.0,140.0,21.0,0.0,0.22580645161290322,0.06093189964157706,0.13636363636363635,2.83,3.4214285714285717,279.0,279.0,2.83,2.83,E,npb-official,False
npb-51255159,"Takeuchi, Natsuki",2026,NPB,Seibu Lions,pitcher,27.0,135.0,21.0,0.0,0.19281663516068054,0.04725897920604915,0.09243697478991597,3.07,3.2037037037037037,264.5,264.5,3.07,3.07,L,npb-official,False
npb-51355153,"Itoh, Hiromi",2026,NPB,Nippon-Ham Fighters,pitcher,27.0,164.66666666666666,25.0,0.0,0.21763869132290184,0.04836415362731152,0.08888888888888889,3.33,3.1242914979757086,351.5,351.5,3.33,3.33,F,npb-official,False
npb-71775139,"Kuri, Allen",2026,NPB,B,pitcher,27.0,150.66666666666666,25.0,0.0,0.21752738654147105,0.09702660406885759,0.09848484848484848,3.35,3.5712389380530976,319.5,319.5,3.35,3.35,B,npb-official,False
npb-43745159,"Jackson, Andre",2026,NPB,Chiba Lotte Marines,pitcher,27.0,139.0,23.0,0.0,0.21875,0.09375,0.11504424778761062,3.43,3.6683453237410073,288.0,288.0,3.43,3.43,M,npb-official,False
npb-21925157,"Shoji, Kosei",2026,NPB,Rakuten Eagles,pitcher,27.0,146.0,23.0,0.0,0.25963149078726966,0.06030150753768844,0.145985401459854,3.76,3.4972602739726026,298.5,298.5,3.76,3.76,E,npb-official,False
